"_id","bpu","rating","userId","username"
"ObjectId(""59b981f45a6891c02e2107f5"")","eug9","5","ObjectId(""57a9ff7b9f7dbe5942dc49a1"")","deannadgrider"
"ObjectId(""59b982705a6891c02e21080d"")","eug3","4","ObjectId(""59b980795a6891c02e2107e6"")","Eug6"
"ObjectId(""59b982785a6891c02e21080e"")","eug16","5","ObjectId(""59b97fd05a6891c02e2107bf"")","ecedillo"
"ObjectId(""59b9827e5a6891c02e21080f"")","eug1","4","ObjectId(""59b97ecc5a6891c02e2107b6"")","aromero18"
"ObjectId(""59b9829d5a6891c02e210810"")","eug15","3","ObjectId(""59b97ee35a6891c02e2107b9"")","etorres35"
"ObjectId(""59b982b65a6891c02e210811"")","eug3","5","ObjectId(""59b97fdc5a6891c02e2107c2"")","gflores60"
"ObjectId(""59b982be5a6891c02e210812"")","eug16","5","ObjectId(""59b980465a6891c02e2107d6"")","Darlene"
"ObjectId(""59b982bf5a6891c02e210813"")","eug8","5","ObjectId(""59b980a15a6891c02e2107ec"")","That-One-Guy"
"ObjectId(""59b982c85a6891c02e210814"")","eug1","2","ObjectId(""59b980765a6891c02e2107e3"")","gmartinez60"
"ObjectId(""59b982db5a6891c02e210815"")","eug6","4","ObjectId(""59b980355a6891c02e2107ce"")","ocorona3"
"ObjectId(""59b982e35a6891c02e210816"")","eug9","3","ObjectId(""59b982505a6891c02e210807"")","ereyes43"
"ObjectId(""59b982e95a6891c02e210817"")","eug15","5","ObjectId(""59b9813f5a6891c02e2107f2"")","snhutnik"
"ObjectId(""59b983075a6891c02e210818"")","eug16","4","ObjectId(""59b9824e5a6891c02e210804"")","ksantos"
"ObjectId(""59b9830f5a6891c02e210819"")","eug1","5","ObjectId(""59b980075a6891c02e2107cb"")","cherrera12"
"ObjectId(""59b983155a6891c02e21081a"")","eug3","2","ObjectId(""59b980455a6891c02e2107d4"")","jlawrence10"
"ObjectId(""59b9831c5a6891c02e21081b"")","eug3","5","ObjectId(""59b980f15a6891c02e2107ef"")","Mauri_Garcia"
"ObjectId(""59b9832a5a6891c02e21081f"")","eug10","1","ObjectId(""59b9822f5a6891c02e2107fb"")","MichaelFranco"
"ObjectId(""59b983345a6891c02e210820"")","eug15","5","ObjectId(""59b97fc75a6891c02e2107bc"")","jjnajera2"
