"_id","activity","bpu","experimentId","population","response","userId","username"
"ObjectId(""5a3a69fe90789136ad075765"")","-1","eug10","ObjectId(""5a3a69fe90789136ad075765"")","-1",0,,"scripterResponse"
"ObjectId(""5a3a6b9f90789136ad075768"")","-1","eug8","ObjectId(""5a3a6b9f90789136ad075768"")","-1",0,,"scripterResponse"
"ObjectId(""5a3a6da990789136ad07576b"")","240.055575802","eug6","ObjectId(""5a3a6da990789136ad07576b"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3a702990789136ad07576e"")","155.722128378","eug16","ObjectId(""5a3a702990789136ad07576e"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3a710790789136ad07576f"")","122.135416667","eug10","ObjectId(""5a3a710790789136ad07576f"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3a72a790789136ad075772"")","146.848060345","eug8","ObjectId(""5a3a72a790789136ad075772"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3a74b190789136ad075775"")","-1","eug6","ObjectId(""5a3a74b190789136ad075775"")","353","-1",,"scripterPopulation"
"ObjectId(""5a3a773190789136ad075778"")","-1","eug16","ObjectId(""5a3a773190789136ad075778"")","24","-1",,"scripterPopulation"
"ObjectId(""5a3a781090789136ad075779"")","-1","eug10","ObjectId(""5a3a781090789136ad075779"")","5","-1",,"scripterPopulation"
"ObjectId(""5a3a79b090789136ad07577c"")","-1","eug8","ObjectId(""5a3a79b090789136ad07577c"")","71","-1",,"scripterPopulation"
"ObjectId(""5a3a7bba90789136ad07577f"")","-1","eug6","ObjectId(""5a3a7bba90789136ad07577f"")","-1",0,,"scripterResponse"
"ObjectId(""5a3a7e3990789136ad075782"")","-1","eug16","ObjectId(""5a3a7e3990789136ad075782"")","-1",0,,"scripterResponse"
"ObjectId(""5a3a7f1890789136ad075783"")","-1","eug10","ObjectId(""5a3a7f1890789136ad075783"")","-1",0,,"scripterResponse"
"ObjectId(""5a3a80b890789136ad075786"")","-1","eug8","ObjectId(""5a3a80b890789136ad075786"")","-1",0,,"scripterResponse"
"ObjectId(""5a3a82c290789136ad075789"")","227.852787456","eug6","ObjectId(""5a3a82c290789136ad075789"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3a854190789136ad07578c"")","156.8359375","eug16","ObjectId(""5a3a854190789136ad07578c"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3a862190789136ad07578d"")","193.229166667","eug10","ObjectId(""5a3a862190789136ad07578d"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3a87c090789136ad075790"")","167.96875","eug8","ObjectId(""5a3a87c090789136ad075790"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3a89ca90789136ad075793"")","-1","eug6","ObjectId(""5a3a89ca90789136ad075793"")","320","-1",,"scripterPopulation"
"ObjectId(""5a3a8c4a90789136ad075796"")","-1","eug16","ObjectId(""5a3a8c4a90789136ad075796"")","25","-1",,"scripterPopulation"
"ObjectId(""5a3a8d2990789136ad075797"")","-1","eug10","ObjectId(""5a3a8d2990789136ad075797"")","15","-1",,"scripterPopulation"
"ObjectId(""5a3a8ec890789136ad07579a"")","-1","eug8","ObjectId(""5a3a8ec890789136ad07579a"")","53","-1",,"scripterPopulation"
"ObjectId(""5a3a90d290789136ad07579d"")","-1","eug6","ObjectId(""5a3a90d290789136ad07579d"")","-1",0,,"scripterResponse"
"ObjectId(""5a3a935390789136ad0757a0"")","-1","eug16","ObjectId(""5a3a935390789136ad0757a0"")","-1",0,,"scripterResponse"
"ObjectId(""5a3a943190789136ad0757a1"")","-1","eug10","ObjectId(""5a3a943190789136ad0757a1"")","-1",0,,"scripterResponse"
"ObjectId(""5a3a95d090789136ad0757a4"")","-1","eug8","ObjectId(""5a3a95d090789136ad0757a4"")","-1",0,,"scripterResponse"
"ObjectId(""5a3a97db90789136ad0757a7"")","244.508067507","eug6","ObjectId(""5a3a97db90789136ad0757a7"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3a9a5c90789136ad0757aa"")","157.217261905","eug16","ObjectId(""5a3a9a5c90789136ad0757aa"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3a9b3a90789136ad0757ab"")","149.045138889","eug10","ObjectId(""5a3a9b3a90789136ad0757ab"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3a9cd990789136ad0757ae"")","158.368844697","eug8","ObjectId(""5a3a9cd990789136ad0757ae"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3a9ee390789136ad0757b1"")","-1","eug6","ObjectId(""5a3a9ee390789136ad0757b1"")","336","-1",,"scripterPopulation"
"ObjectId(""5a3aa16490789136ad0757b4"")","-1","eug16","ObjectId(""5a3aa16490789136ad0757b4"")","20","-1",,"scripterPopulation"
"ObjectId(""5a3aa24390789136ad0757b5"")","-1","eug10","ObjectId(""5a3aa24390789136ad0757b5"")","11","-1",,"scripterPopulation"
"ObjectId(""5a3aa3e290789136ad0757b8"")","-1","eug8","ObjectId(""5a3aa3e290789136ad0757b8"")","55","-1",,"scripterPopulation"
"ObjectId(""5a3aa5ec90789136ad0757bb"")","-1","eug6","ObjectId(""5a3aa5ec90789136ad0757bb"")","-1",0,,"scripterResponse"
"ObjectId(""5a3aa86c90789136ad0757be"")","-1","eug16","ObjectId(""5a3aa86c90789136ad0757be"")","-1","0.165294720197",,"scripterResponse"
"ObjectId(""5a3aa94b90789136ad0757bf"")","-1","eug10","ObjectId(""5a3aa94b90789136ad0757bf"")","-1",0,,"scripterResponse"
"ObjectId(""5a3aaaea90789136ad0757c2"")","-1","eug8","ObjectId(""5a3aaaea90789136ad0757c2"")","-1",0,,"scripterResponse"
"ObjectId(""5a3aacf490789136ad0757c5"")","232.943104103","eug6","ObjectId(""5a3aacf490789136ad0757c5"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3aaf7590789136ad0757c8"")","137.5","eug16","ObjectId(""5a3aaf7590789136ad0757c8"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3ab05490789136ad0757c9"")","130.654761905","eug10","ObjectId(""5a3ab05490789136ad0757c9"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3ab1f390789136ad0757cc"")","158.001077586","eug8","ObjectId(""5a3ab1f390789136ad0757cc"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3ab3fc90789136ad0757cf"")","-1","eug6","ObjectId(""5a3ab3fc90789136ad0757cf"")","356","-1",,"scripterPopulation"
"ObjectId(""5a3ab67e90789136ad0757d2"")","-1","eug16","ObjectId(""5a3ab67e90789136ad0757d2"")","32","-1",,"scripterPopulation"
"ObjectId(""5a3ab75c90789136ad0757d3"")","-1","eug10","ObjectId(""5a3ab75c90789136ad0757d3"")","9","-1",,"scripterPopulation"
"ObjectId(""5a3ab8fb90789136ad0757d6"")","-1","eug8","ObjectId(""5a3ab8fb90789136ad0757d6"")","50","-1",,"scripterPopulation"
"ObjectId(""5a3abb0490789136ad0757d9"")","-1","eug6","ObjectId(""5a3abb0490789136ad0757d9"")","-1",0,,"scripterResponse"
"ObjectId(""5a3abd8690789136ad0757dc"")","-1","eug16","ObjectId(""5a3abd8690789136ad0757dc"")","-1",0,,"scripterResponse"
"ObjectId(""5a3abe6490789136ad0757dd"")","-1","eug10","ObjectId(""5a3abe6490789136ad0757dd"")","-1",0,,"scripterResponse"
"ObjectId(""5a3ac00390789136ad0757e0"")","-1","eug8","ObjectId(""5a3ac00390789136ad0757e0"")","-1",0,,"scripterResponse"
"ObjectId(""5a3ac20c90789136ad0757e3"")","233.917682927","eug6","ObjectId(""5a3ac20c90789136ad0757e3"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3ac48e90789136ad0757e6"")","144.642857143","eug16","ObjectId(""5a3ac48e90789136ad0757e6"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3ac56d90789136ad0757e7"")","168.080357143","eug10","ObjectId(""5a3ac56d90789136ad0757e7"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3ac70c90789136ad0757ea"")","166.2109375","eug8","ObjectId(""5a3ac70c90789136ad0757ea"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3ac91490789136ad0757ed"")","-1","eug6","ObjectId(""5a3ac91490789136ad0757ed"")","349","-1",,"scripterPopulation"
"ObjectId(""5a3acb9690789136ad0757f0"")","-1","eug16","ObjectId(""5a3acb9690789136ad0757f0"")","17","-1",,"scripterPopulation"
"ObjectId(""5a3acc7690789136ad0757f1"")","-1","eug10","ObjectId(""5a3acc7690789136ad0757f1"")","8","-1",,"scripterPopulation"
"ObjectId(""5a3ace1590789136ad0757f4"")","-1","eug8","ObjectId(""5a3ace1590789136ad0757f4"")","67","-1",,"scripterPopulation"
"ObjectId(""5a3ad01c90789136ad0757f7"")","-1","eug6","ObjectId(""5a3ad01c90789136ad0757f7"")","-1",0,,"scripterResponse"
"ObjectId(""5a3ad25990789136ad0757fa"")","-1","eug6","ObjectId(""5a3ad25990789136ad0757fa"")","-1","-1","ObjectId(""57a7f8539f7dbe5942dc4931"")","shirishgoyal"
"ObjectId(""5a3ad29e90789136ad0757fb"")","-1","eug16","ObjectId(""5a3ad29e90789136ad0757fb"")","-1","0.274629327181",,"scripterResponse"
"ObjectId(""5a3ad2b290789136ad0757fc"")","-1","eug8","ObjectId(""5a3ad2b290789136ad0757fc"")","-1","-1","ObjectId(""57a7f8539f7dbe5942dc4931"")","shirishgoyal"
"ObjectId(""5a3ad31290789136ad0757fd"")","-1","eug10","ObjectId(""5a3ad31290789136ad0757fd"")","-1","-1","ObjectId(""57a7f8539f7dbe5942dc4931"")","shirishgoyal"
"ObjectId(""5a3ad36990789136ad0757fe"")","-1","eug16","ObjectId(""5a3ad36990789136ad0757fe"")","-1","-1","ObjectId(""57a7f8539f7dbe5942dc4931"")","shirishgoyal"
"ObjectId(""5a3ad37e90789136ad0757ff"")","-1","eug10","ObjectId(""5a3ad37e90789136ad0757ff"")","-1",0,,"scripterResponse"
"ObjectId(""5a3ad51d90789136ad075802"")","-1","eug8","ObjectId(""5a3ad51d90789136ad075802"")","-1",0,,"scripterResponse"
"ObjectId(""5a3ad72590789136ad075805"")","214.327651515","eug6","ObjectId(""5a3ad72590789136ad075805"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3ad9a790789136ad075808"")","161.915600394","eug16","ObjectId(""5a3ad9a790789136ad075808"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3ada8690789136ad075809"")","150.954861111","eug10","ObjectId(""5a3ada8690789136ad075809"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3adc2690789136ad07580c"")","173.4375","eug8","ObjectId(""5a3adc2690789136ad07580c"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3ade2e90789136ad07580f"")","-1","eug6","ObjectId(""5a3ade2e90789136ad07580f"")","334","-1",,"scripterPopulation"
"ObjectId(""5a3ae0b090789136ad075812"")","-1","eug16","ObjectId(""5a3ae0b090789136ad075812"")","148","-1",,"scripterPopulation"
"ObjectId(""5a3ae18f90789136ad075813"")","-1","eug10","ObjectId(""5a3ae18f90789136ad075813"")","6","-1",,"scripterPopulation"
"ObjectId(""5a3ae32e90789136ad075816"")","-1","eug8","ObjectId(""5a3ae32e90789136ad075816"")","75","-1",,"scripterPopulation"
"ObjectId(""5a3ae42490789136ad075818"")","-1","eug6","ObjectId(""5a3ae42490789136ad075818"")","-1","-1","ObjectId(""58295ba579babea371ef32e2"")","peterwashington"
"ObjectId(""5a3ae53790789136ad07581a"")","-1","eug6","ObjectId(""5a3ae53790789136ad07581a"")","-1","0.647233323927",,"scripterResponse"
"ObjectId(""5a3ae7b890789136ad07581d"")","-1","eug16","ObjectId(""5a3ae7b890789136ad07581d"")","-1","1.05814817475",,"scripterResponse"
"ObjectId(""5a3ae89890789136ad07581e"")","-1","eug10","ObjectId(""5a3ae89890789136ad07581e"")","-1",0,,"scripterResponse"
"ObjectId(""5a3aea3790789136ad075821"")","-1","eug8","ObjectId(""5a3aea3790789136ad075821"")","-1",0,,"scripterResponse"
"ObjectId(""5a3aec3f90789136ad075824"")","188.430059524","eug6","ObjectId(""5a3aec3f90789136ad075824"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3aeec090789136ad075827"")","245.705148964","eug16","ObjectId(""5a3aeec090789136ad075827"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3aefa190789136ad075828"")","164.914772727","eug10","ObjectId(""5a3aefa190789136ad075828"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3af14090789136ad07582b"")","167.214439655","eug8","ObjectId(""5a3af14090789136ad07582b"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3af34790789136ad07582e"")","-1","eug6","ObjectId(""5a3af34790789136ad07582e"")","41","-1",,"scripterPopulation"
"ObjectId(""5a3af3e590789136ad07582f"")","-1","eug6","ObjectId(""5a3af3e590789136ad07582f"")","-1","-1","ObjectId(""58295ba579babea371ef32e2"")","peterwashington"
"ObjectId(""5a3af46490789136ad075831"")","-1","eug8","ObjectId(""5a3af46490789136ad075831"")","-1","-1","ObjectId(""58295ba579babea371ef32e2"")","peterwashington"
"ObjectId(""5a3af56890789136ad075833"")","-1","eug10","ObjectId(""5a3af56890789136ad075833"")","-1","-1","ObjectId(""58295ba579babea371ef32e2"")","peterwashington"
"ObjectId(""5a3af5c890789136ad075834"")","-1","eug16","ObjectId(""5a3af5c890789136ad075834"")","222","-1",,"scripterPopulation"
"ObjectId(""5a3af5e290789136ad075835"")","-1","eug16","ObjectId(""5a3af5e290789136ad075835"")","-1","-1","ObjectId(""58295ba579babea371ef32e2"")","peterwashington"
"ObjectId(""5a3af6aa90789136ad075836"")","-1","eug10","ObjectId(""5a3af6aa90789136ad075836"")","10","-1",,"scripterPopulation"
"ObjectId(""5a3af84890789136ad075839"")","-1","eug8","ObjectId(""5a3af84890789136ad075839"")","58","-1",,"scripterPopulation"
"ObjectId(""5a3afa5090789136ad07583c"")","-1","eug6","ObjectId(""5a3afa5090789136ad07583c"")","-1","0.164482757675",,"scripterResponse"
"ObjectId(""5a3afcd190789136ad07583f"")","-1","eug16","ObjectId(""5a3afcd190789136ad07583f"")","-1","0.491718608541",,"scripterResponse"
"ObjectId(""5a3afdb290789136ad075840"")","-1","eug10","ObjectId(""5a3afdb290789136ad075840"")","-1",0,,"scripterResponse"
"ObjectId(""5a3aff5190789136ad075843"")","-1","eug8","ObjectId(""5a3aff5190789136ad075843"")","-1",0,,"scripterResponse"
"ObjectId(""5a3b015890789136ad075846"")","188.813920455","eug6","ObjectId(""5a3b015890789136ad075846"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3b03d990789136ad075849"")","219.245256696","eug16","ObjectId(""5a3b03d990789136ad075849"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3b04bb90789136ad07584a"")","180.113636364","eug10","ObjectId(""5a3b04bb90789136ad07584a"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3b065a90789136ad07584d"")","191.214923469","eug8","ObjectId(""5a3b065a90789136ad07584d"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3b086090789136ad075850"")","-1","eug6","ObjectId(""5a3b086090789136ad075850"")","41","-1",,"scripterPopulation"
"ObjectId(""5a3b0ae290789136ad075853"")","-1","eug16","ObjectId(""5a3b0ae290789136ad075853"")","248","-1",,"scripterPopulation"
"ObjectId(""5a3b0bc390789136ad075854"")","-1","eug10","ObjectId(""5a3b0bc390789136ad075854"")","4","-1",,"scripterPopulation"
"ObjectId(""5a3b0d5d90789136ad075857"")","-1","eug6","ObjectId(""5a3b0d5d90789136ad075857"")","-1","-1","ObjectId(""563bb418ace41fb06564abbd"")","ingmar"
"ObjectId(""5a3b0d6290789136ad075858"")","-1","eug8","ObjectId(""5a3b0d6290789136ad075858"")","52","-1",,"scripterPopulation"
"ObjectId(""5a3b0e1190789136ad07585a"")","-1","eug8","ObjectId(""5a3b0e1190789136ad07585a"")","-1","-1","ObjectId(""563bb418ace41fb06564abbd"")","ingmar"
"ObjectId(""5a3b0e9290789136ad07585b"")","-1","eug10","ObjectId(""5a3b0e9290789136ad07585b"")","-1","-1","ObjectId(""563bb418ace41fb06564abbd"")","ingmar"
"ObjectId(""5a3b0f2690789136ad07585d"")","-1","eug16","ObjectId(""5a3b0f2690789136ad07585d"")","-1","-1","ObjectId(""563bb418ace41fb06564abbd"")","ingmar"
"ObjectId(""5a3b0f6990789136ad07585e"")","-1","eug6","ObjectId(""5a3b0f6990789136ad07585e"")","-1","0.139100713893",,"scripterResponse"
"ObjectId(""5a3b11eb90789136ad075861"")","-1","eug16","ObjectId(""5a3b11eb90789136ad075861"")","-1","0.688695281971",,"scripterResponse"
"ObjectId(""5a3b12cb90789136ad075862"")","-1","eug10","ObjectId(""5a3b12cb90789136ad075862"")","-1",0,,"scripterResponse"
"ObjectId(""5a3b146b90789136ad075865"")","-1","eug8","ObjectId(""5a3b146b90789136ad075865"")","-1",0,,"scripterResponse"
"ObjectId(""5a3b167190789136ad075868"")","175.132978723","eug6","ObjectId(""5a3b167190789136ad075868"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3b18f390789136ad07586b"")","221.927550448","eug16","ObjectId(""5a3b18f390789136ad07586b"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3b19d490789136ad07586c"")","246.484375","eug10","ObjectId(""5a3b19d490789136ad07586c"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3b1b7390789136ad07586f"")","179.914772727","eug8","ObjectId(""5a3b1b7390789136ad07586f"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3b1d7a90789136ad075872"")","-1","eug6","ObjectId(""5a3b1d7a90789136ad075872"")","55","-1",,"scripterPopulation"
"ObjectId(""5a3b1ffc90789136ad075875"")","-1","eug16","ObjectId(""5a3b1ffc90789136ad075875"")","234","-1",,"scripterPopulation"
"ObjectId(""5a3b20dc90789136ad075876"")","-1","eug10","ObjectId(""5a3b20dc90789136ad075876"")","10","-1",,"scripterPopulation"
"ObjectId(""5a3b227b90789136ad075879"")","-1","eug8","ObjectId(""5a3b227b90789136ad075879"")","46","-1",,"scripterPopulation"
"ObjectId(""5a3b248290789136ad07587c"")","-1","eug6","ObjectId(""5a3b248290789136ad07587c"")","-1",0,,"scripterResponse"
"ObjectId(""5a3b270590789136ad07587f"")","-1","eug16","ObjectId(""5a3b270590789136ad07587f"")","-1","0.488142864365",,"scripterResponse"
"ObjectId(""5a3b27e490789136ad075880"")","-1","eug10","ObjectId(""5a3b27e490789136ad075880"")","-1",0,,"scripterResponse"
"ObjectId(""5a3b298490789136ad075883"")","-1","eug8","ObjectId(""5a3b298490789136ad075883"")","-1",0,,"scripterResponse"
"ObjectId(""5a3b2b8a90789136ad075886"")","174.102393617","eug6","ObjectId(""5a3b2b8a90789136ad075886"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3b2e0d90789136ad075889"")","230.574733527","eug16","ObjectId(""5a3b2e0d90789136ad075889"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3b2eed90789136ad07588a"")","133.3984375","eug10","ObjectId(""5a3b2eed90789136ad07588a"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3b308d90789136ad07588d"")","182.978723404","eug8","ObjectId(""5a3b308d90789136ad07588d"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3b329390789136ad075890"")","-1","eug6","ObjectId(""5a3b329390789136ad075890"")","56","-1",,"scripterPopulation"
"ObjectId(""5a3b351590789136ad075893"")","-1","eug16","ObjectId(""5a3b351590789136ad075893"")","269","-1",,"scripterPopulation"
"ObjectId(""5a3b35f690789136ad075894"")","-1","eug10","ObjectId(""5a3b35f690789136ad075894"")","8","-1",,"scripterPopulation"
"ObjectId(""5a3b379590789136ad075897"")","-1","eug8","ObjectId(""5a3b379590789136ad075897"")","47","-1",,"scripterPopulation"
"ObjectId(""5a3b399b90789136ad07589a"")","-1","eug6","ObjectId(""5a3b399b90789136ad07589a"")","-1",0,,"scripterResponse"
"ObjectId(""5a3b3c1e90789136ad07589d"")","-1","eug16","ObjectId(""5a3b3c1e90789136ad07589d"")","-1","0.474608031468",,"scripterResponse"
"ObjectId(""5a3b3cfe90789136ad07589e"")","-1","eug10","ObjectId(""5a3b3cfe90789136ad07589e"")","-1",0,,"scripterResponse"
"ObjectId(""5a3b3e9e90789136ad0758a1"")","-1","eug8","ObjectId(""5a3b3e9e90789136ad0758a1"")","-1",0,,"scripterResponse"
"ObjectId(""5a3b40a390789136ad0758a4"")","174.518229167","eug6","ObjectId(""5a3b40a390789136ad0758a4"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3b432690789136ad0758a7"")","216.465863454","eug16","ObjectId(""5a3b432690789136ad0758a7"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3b440790789136ad0758a8"")","146.875","eug10","ObjectId(""5a3b440790789136ad0758a8"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3b45a690789136ad0758ab"")","189.96263587","eug8","ObjectId(""5a3b45a690789136ad0758ab"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3b47ab90789136ad0758ae"")","-1","eug6","ObjectId(""5a3b47ab90789136ad0758ae"")","62","-1",,"scripterPopulation"
"ObjectId(""5a3b4a2e90789136ad0758b1"")","-1","eug16","ObjectId(""5a3b4a2e90789136ad0758b1"")","220","-1",,"scripterPopulation"
"ObjectId(""5a3b4b1090789136ad0758b2"")","-1","eug10","ObjectId(""5a3b4b1090789136ad0758b2"")","6","-1",,"scripterPopulation"
"ObjectId(""5a3b4caf90789136ad0758b5"")","-1","eug8","ObjectId(""5a3b4caf90789136ad0758b5"")","48","-1",,"scripterPopulation"
"ObjectId(""5a3b4eb490789136ad0758b8"")","-1","eug6","ObjectId(""5a3b4eb490789136ad0758b8"")","-1","0.289552991084",,"scripterResponse"
"ObjectId(""5a3b513690789136ad0758bb"")","-1","eug16","ObjectId(""5a3b513690789136ad0758bb"")","-1","0.619313040878",,"scripterResponse"
"ObjectId(""5a3b521890789136ad0758bc"")","-1","eug10","ObjectId(""5a3b521890789136ad0758bc"")","-1",0,,"scripterResponse"
"ObjectId(""5a3b53b790789136ad0758bf"")","-1","eug8","ObjectId(""5a3b53b790789136ad0758bf"")","-1",0,,"scripterResponse"
"ObjectId(""5a3b55bd90789136ad0758c2"")","183.977971311","eug6","ObjectId(""5a3b55bd90789136ad0758c2"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3b583f90789136ad0758c5"")","193.901909722","eug16","ObjectId(""5a3b583f90789136ad0758c5"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3b592190789136ad0758c6"")","159.598214286","eug10","ObjectId(""5a3b592190789136ad0758c6"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3b5ac090789136ad0758c9"")","161.580882353","eug8","ObjectId(""5a3b5ac090789136ad0758c9"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3b5c3690789136ad0758cb"")","-1","eug6","ObjectId(""5a3b5c3690789136ad0758cb"")","-1","-1","ObjectId(""58295ba579babea371ef32e2"")","peterwashington"
"ObjectId(""5a3b5c8590789136ad0758cd"")","-1","eug8","ObjectId(""5a3b5c8590789136ad0758cd"")","-1","-1","ObjectId(""58295ba579babea371ef32e2"")","peterwashington"
"ObjectId(""5a3b5cc590789136ad0758ce"")","-1","eug6","ObjectId(""5a3b5cc590789136ad0758ce"")","56","-1",,"scripterPopulation"
"ObjectId(""5a3b5cd790789136ad0758cf"")","-1","eug10","ObjectId(""5a3b5cd790789136ad0758cf"")","-1","-1","ObjectId(""58295ba579babea371ef32e2"")","peterwashington"
"ObjectId(""5a3b5d2190789136ad0758d0"")","-1","eug16","ObjectId(""5a3b5d2190789136ad0758d0"")","-1","-1","ObjectId(""58295ba579babea371ef32e2"")","peterwashington"
"ObjectId(""5a3b5f4790789136ad0758d3"")","-1","eug16","ObjectId(""5a3b5f4790789136ad0758d3"")","201","-1",,"scripterPopulation"
"ObjectId(""5a3b602a90789136ad0758d4"")","-1","eug10","ObjectId(""5a3b602a90789136ad0758d4"")","6","-1",,"scripterPopulation"
"ObjectId(""5a3b61c990789136ad0758d7"")","-1","eug8","ObjectId(""5a3b61c990789136ad0758d7"")","48","-1",,"scripterPopulation"
"ObjectId(""5a3b63ce90789136ad0758da"")","-1","eug6","ObjectId(""5a3b63ce90789136ad0758da"")","-1","0.316307839313",,"scripterResponse"
"ObjectId(""5a3b664f90789136ad0758dd"")","-1","eug16","ObjectId(""5a3b664f90789136ad0758dd"")","-1","0.622091025583",,"scripterResponse"
"ObjectId(""5a3b673290789136ad0758de"")","-1","eug10","ObjectId(""5a3b673290789136ad0758de"")","-1",0,,"scripterResponse"
"ObjectId(""5a3b68d190789136ad0758e1"")","-1","eug8","ObjectId(""5a3b68d190789136ad0758e1"")","-1",0,,"scripterResponse"
"ObjectId(""5a3b6ad690789136ad0758e4"")","185.835597826","eug6","ObjectId(""5a3b6ad690789136ad0758e4"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3b6d5890789136ad0758e7"")","206.278012948","eug16","ObjectId(""5a3b6d5890789136ad0758e7"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3b6e3a90789136ad0758e8"")","186.71875","eug10","ObjectId(""5a3b6e3a90789136ad0758e8"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3b6fd990789136ad0758eb"")","168.22265625","eug8","ObjectId(""5a3b6fd990789136ad0758eb"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3b71de90789136ad0758ee"")","-1","eug6","ObjectId(""5a3b71de90789136ad0758ee"")","62","-1",,"scripterPopulation"
"ObjectId(""5a3b746090789136ad0758f1"")","-1","eug16","ObjectId(""5a3b746090789136ad0758f1"")","275","-1",,"scripterPopulation"
"ObjectId(""5a3b754390789136ad0758f2"")","-1","eug10","ObjectId(""5a3b754390789136ad0758f2"")","12","-1",,"scripterPopulation"
"ObjectId(""5a3b76e290789136ad0758f5"")","-1","eug8","ObjectId(""5a3b76e290789136ad0758f5"")","50","-1",,"scripterPopulation"
"ObjectId(""5a3b78e790789136ad0758f8"")","-1","eug6","ObjectId(""5a3b78e790789136ad0758f8"")","-1",0,,"scripterResponse"
"ObjectId(""5a3b7b6890789136ad0758fb"")","-1","eug16","ObjectId(""5a3b7b6890789136ad0758fb"")","-1","0.221362835305",,"scripterResponse"
"ObjectId(""5a3b7c4b90789136ad0758fc"")","-1","eug10","ObjectId(""5a3b7c4b90789136ad0758fc"")","-1",0,,"scripterResponse"
"ObjectId(""5a3b7dea90789136ad0758ff"")","-1","eug8","ObjectId(""5a3b7dea90789136ad0758ff"")","-1",0,,"scripterResponse"
"ObjectId(""5a3b7fef90789136ad075902"")","187.257179054","eug6","ObjectId(""5a3b7fef90789136ad075902"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3b827190789136ad075905"")","205.648815056","eug16","ObjectId(""5a3b827190789136ad075905"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3b835490789136ad075906"")","165.72265625","eug10","ObjectId(""5a3b835490789136ad075906"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3b84f390789136ad075909"")","166.218171296","eug8","ObjectId(""5a3b84f390789136ad075909"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3b86f790789136ad07590c"")","-1","eug6","ObjectId(""5a3b86f790789136ad07590c"")","102","-1",,"scripterPopulation"
"ObjectId(""5a3b897a90789136ad07590f"")","-1","eug16","ObjectId(""5a3b897a90789136ad07590f"")","255","-1",,"scripterPopulation"
"ObjectId(""5a3b8a5d90789136ad075910"")","-1","eug10","ObjectId(""5a3b8a5d90789136ad075910"")","4","-1",,"scripterPopulation"
"ObjectId(""5a3b8bfc90789136ad075913"")","-1","eug8","ObjectId(""5a3b8bfc90789136ad075913"")","53","-1",,"scripterPopulation"
"ObjectId(""5a3b8dff90789136ad075916"")","-1","eug6","ObjectId(""5a3b8dff90789136ad075916"")","-1",0,,"scripterResponse"
