"_id","activity","bpu","experimentId","population","response","userId","username"
"ObjectId(""5a416b7a90789136ad076189"")","-1","eug10","ObjectId(""5a416b7a90789136ad076189"")","-1",0,,"scripterResponse"
"ObjectId(""5a416d1f90789136ad07618c"")","-1","eug8","ObjectId(""5a416d1f90789136ad07618c"")","50","-1",,"scripterPopulation"
"ObjectId(""5a416f2190789136ad07618f"")","-1","eug6","ObjectId(""5a416f2190789136ad07618f"")","-1",0,,"scripterResponse"
"ObjectId(""5a4171ae90789136ad076192"")","150.915178571","eug16","ObjectId(""5a4171ae90789136ad076192"")","-1","-1",,"scripterActivity"
"ObjectId(""5a41728290789136ad076193"")","219.330752212","eug10","ObjectId(""5a41728290789136ad076193"")","-1","-1",,"scripterActivity"
"ObjectId(""5a41742890789136ad076196"")","-1","eug8","ObjectId(""5a41742890789136ad076196"")","-1",0,,"scripterResponse"
"ObjectId(""5a41762a90789136ad076199"")","127.090371622","eug6","ObjectId(""5a41762a90789136ad076199"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4178b690789136ad07619c"")","-1","eug16","ObjectId(""5a4178b690789136ad07619c"")","108","-1",,"scripterPopulation"
"ObjectId(""5a41798a90789136ad07619d"")","-1","eug10","ObjectId(""5a41798a90789136ad07619d"")","332","-1",,"scripterPopulation"
"ObjectId(""5a417b3190789136ad0761a0"")","137.381628788","eug8","ObjectId(""5a417b3190789136ad0761a0"")","-1","-1",,"scripterActivity"
"ObjectId(""5a417d3290789136ad0761a3"")","-1","eug6","ObjectId(""5a417d3290789136ad0761a3"")","69","-1",,"scripterPopulation"
"ObjectId(""5a417fbe90789136ad0761a6"")","-1","eug16","ObjectId(""5a417fbe90789136ad0761a6"")","-1","0.389840261926",,"scripterResponse"
"ObjectId(""5a41809290789136ad0761a7"")","-1","eug10","ObjectId(""5a41809290789136ad0761a7"")","-1",0,,"scripterResponse"
"ObjectId(""5a41823990789136ad0761aa"")","-1","eug8","ObjectId(""5a41823990789136ad0761aa"")","43","-1",,"scripterPopulation"
"ObjectId(""5a41843b90789136ad0761ad"")","-1","eug6","ObjectId(""5a41843b90789136ad0761ad"")","-1",0,,"scripterResponse"
"ObjectId(""5a4186c790789136ad0761b0"")","156.530975877","eug16","ObjectId(""5a4186c790789136ad0761b0"")","-1","-1",,"scripterActivity"
"ObjectId(""5a41879b90789136ad0761b1"")","204.854714912","eug10","ObjectId(""5a41879b90789136ad0761b1"")","-1","-1",,"scripterActivity"
"ObjectId(""5a41894190789136ad0761b4"")","-1","eug8","ObjectId(""5a41894190789136ad0761b4"")","-1",0,,"scripterResponse"
"ObjectId(""5a418b4490789136ad0761b7"")","132.092126623","eug6","ObjectId(""5a418b4490789136ad0761b7"")","-1","-1",,"scripterActivity"
"ObjectId(""5a418dcf90789136ad0761ba"")","-1","eug16","ObjectId(""5a418dcf90789136ad0761ba"")","122","-1",,"scripterPopulation"
"ObjectId(""5a418ea490789136ad0761bb"")","-1","eug10","ObjectId(""5a418ea490789136ad0761bb"")","307","-1",,"scripterPopulation"
"ObjectId(""5a41904a90789136ad0761be"")","167.96875","eug8","ObjectId(""5a41904a90789136ad0761be"")","-1","-1",,"scripterActivity"
"ObjectId(""5a41924d90789136ad0761c1"")","-1","eug6","ObjectId(""5a41924d90789136ad0761c1"")","79","-1",,"scripterPopulation"
"ObjectId(""5a4194d790789136ad0761c4"")","-1","eug16","ObjectId(""5a4194d790789136ad0761c4"")","-1","0.382505288297",,"scripterResponse"
"ObjectId(""5a4195ac90789136ad0761c5"")","-1","eug10","ObjectId(""5a4195ac90789136ad0761c5"")","-1",0,,"scripterResponse"
"ObjectId(""5a41975290789136ad0761c8"")","-1","eug8","ObjectId(""5a41975290789136ad0761c8"")","50","-1",,"scripterPopulation"
"ObjectId(""5a41995690789136ad0761cb"")","-1","eug6","ObjectId(""5a41995690789136ad0761cb"")","-1",0,,"scripterResponse"
"ObjectId(""5a419be090789136ad0761ce"")","162.333984375","eug16","ObjectId(""5a419be090789136ad0761ce"")","-1","-1",,"scripterActivity"
"ObjectId(""5a419cb490789136ad0761cf"")","204.455931886","eug10","ObjectId(""5a419cb490789136ad0761cf"")","-1","-1",,"scripterActivity"
"ObjectId(""5a419e5b90789136ad0761d2"")","-1","eug8","ObjectId(""5a419e5b90789136ad0761d2"")","-1",0,,"scripterResponse"
"ObjectId(""5a41a05e90789136ad0761d5"")","134.384300595","eug6","ObjectId(""5a41a05e90789136ad0761d5"")","-1","-1",,"scripterActivity"
"ObjectId(""5a41a2e890789136ad0761d8"")","-1","eug16","ObjectId(""5a41a2e890789136ad0761d8"")","116","-1",,"scripterPopulation"
"ObjectId(""5a41a3bc90789136ad0761d9"")","-1","eug10","ObjectId(""5a41a3bc90789136ad0761d9"")","301","-1",,"scripterPopulation"
"ObjectId(""5a41a56490789136ad0761dc"")","162.774493243","eug8","ObjectId(""5a41a56490789136ad0761dc"")","-1","-1",,"scripterActivity"
"ObjectId(""5a41a76790789136ad0761df"")","-1","eug6","ObjectId(""5a41a76790789136ad0761df"")","63","-1",,"scripterPopulation"
"ObjectId(""5a41a9f090789136ad0761e2"")","-1","eug16","ObjectId(""5a41a9f090789136ad0761e2"")","-1","0.358887174144",,"scripterResponse"
"ObjectId(""5a41aac590789136ad0761e3"")","-1","eug10","ObjectId(""5a41aac590789136ad0761e3"")","-1",0,,"scripterResponse"
"ObjectId(""5a41ac6c90789136ad0761e6"")","-1","eug8","ObjectId(""5a41ac6c90789136ad0761e6"")","43","-1",,"scripterPopulation"
"ObjectId(""5a41ae6f90789136ad0761e9"")","-1","eug6","ObjectId(""5a41ae6f90789136ad0761e9"")","-1",0,,"scripterResponse"
"ObjectId(""5a41b0f990789136ad0761ec"")","150.453125","eug16","ObjectId(""5a41b0f990789136ad0761ec"")","-1","-1",,"scripterActivity"
"ObjectId(""5a41b1ce90789136ad0761ed"")","196.324573864","eug10","ObjectId(""5a41b1ce90789136ad0761ed"")","-1","-1",,"scripterActivity"
"ObjectId(""5a41b37590789136ad0761f0"")","-1","eug8","ObjectId(""5a41b37590789136ad0761f0"")","-1",0,,"scripterResponse"
"ObjectId(""5a41b57890789136ad0761f3"")","132.0703125","eug6","ObjectId(""5a41b57890789136ad0761f3"")","-1","-1",,"scripterActivity"
"ObjectId(""5a41b80290789136ad0761f6"")","-1","eug16","ObjectId(""5a41b80290789136ad0761f6"")","94","-1",,"scripterPopulation"
"ObjectId(""5a41b8d690789136ad0761f7"")","-1","eug10","ObjectId(""5a41b8d690789136ad0761f7"")","317","-1",,"scripterPopulation"
"ObjectId(""5a41ba7d90789136ad0761fa"")","148.226351351","eug8","ObjectId(""5a41ba7d90789136ad0761fa"")","-1","-1",,"scripterActivity"
"ObjectId(""5a41bc8090789136ad0761fd"")","-1","eug6","ObjectId(""5a41bc8090789136ad0761fd"")","68","-1",,"scripterPopulation"
"ObjectId(""5a41bf0a90789136ad076200"")","-1","eug16","ObjectId(""5a41bf0a90789136ad076200"")","-1","0.299361419339",,"scripterResponse"
"ObjectId(""5a41bfde90789136ad076201"")","-1","eug10","ObjectId(""5a41bfde90789136ad076201"")","-1",0,,"scripterResponse"
"ObjectId(""5a41c18690789136ad076204"")","-1","eug8","ObjectId(""5a41c18690789136ad076204"")","46","-1",,"scripterPopulation"
"ObjectId(""5a41c38990789136ad076207"")","-1","eug6","ObjectId(""5a41c38990789136ad076207"")","-1",0,,"scripterResponse"
"ObjectId(""5a41c61390789136ad07620a"")","152.408854167","eug16","ObjectId(""5a41c61390789136ad07620a"")","-1","-1",,"scripterActivity"
"ObjectId(""5a41c6e790789136ad07620b"")","198.165137615","eug10","ObjectId(""5a41c6e790789136ad07620b"")","-1","-1",,"scripterActivity"
"ObjectId(""5a41c88f90789136ad07620e"")","-1","eug8","ObjectId(""5a41c88f90789136ad07620e"")","-1",0,,"scripterResponse"
"ObjectId(""5a41ca9290789136ad076211"")","128.34683642","eug6","ObjectId(""5a41ca9290789136ad076211"")","-1","-1",,"scripterActivity"
"ObjectId(""5a41cd1c90789136ad076214"")","-1","eug16","ObjectId(""5a41cd1c90789136ad076214"")","108","-1",,"scripterPopulation"
"ObjectId(""5a41cdf090789136ad076215"")","-1","eug10","ObjectId(""5a41cdf090789136ad076215"")","332","-1",,"scripterPopulation"
"ObjectId(""5a41cf9790789136ad076218"")","163.583669355","eug8","ObjectId(""5a41cf9790789136ad076218"")","-1","-1",,"scripterActivity"
"ObjectId(""5a41d19a90789136ad07621b"")","-1","eug6","ObjectId(""5a41d19a90789136ad07621b"")","77","-1",,"scripterPopulation"
"ObjectId(""5a41d42590789136ad07621e"")","-1","eug16","ObjectId(""5a41d42590789136ad07621e"")","-1","0.443251464647",,"scripterResponse"
"ObjectId(""5a41d4f890789136ad07621f"")","-1","eug10","ObjectId(""5a41d4f890789136ad07621f"")","-1",0,,"scripterResponse"
"ObjectId(""5a41d6a090789136ad076222"")","-1","eug8","ObjectId(""5a41d6a090789136ad076222"")","38","-1",,"scripterPopulation"
"ObjectId(""5a41d8a390789136ad076225"")","-1","eug6","ObjectId(""5a41d8a390789136ad076225"")","-1",0,,"scripterResponse"
"ObjectId(""5a41db2d90789136ad076228"")","139.685837766","eug16","ObjectId(""5a41db2d90789136ad076228"")","-1","-1",,"scripterActivity"
"ObjectId(""5a41dc0190789136ad076229"")","194.627808989","eug10","ObjectId(""5a41dc0190789136ad076229"")","-1","-1",,"scripterActivity"
"ObjectId(""5a41dda990789136ad07622c"")","-1","eug8","ObjectId(""5a41dda990789136ad07622c"")","-1",0,,"scripterResponse"
"ObjectId(""5a41dfac90789136ad07622f"")","127.276234568","eug6","ObjectId(""5a41dfac90789136ad07622f"")","-1","-1",,"scripterActivity"
"ObjectId(""5a41e23690789136ad076232"")","-1","eug16","ObjectId(""5a41e23690789136ad076232"")","99","-1",,"scripterPopulation"
"ObjectId(""5a41e30a90789136ad076233"")","-1","eug10","ObjectId(""5a41e30a90789136ad076233"")","353","-1",,"scripterPopulation"
"ObjectId(""5a41e4b190789136ad076236"")","171.824048913","eug8","ObjectId(""5a41e4b190789136ad076236"")","-1","-1",,"scripterActivity"
"ObjectId(""5a41e6b490789136ad076239"")","-1","eug6","ObjectId(""5a41e6b490789136ad076239"")","71","-1",,"scripterPopulation"
"ObjectId(""5a41e93e90789136ad07623c"")","-1","eug16","ObjectId(""5a41e93e90789136ad07623c"")","-1","0.316878700929",,"scripterResponse"
"ObjectId(""5a41ea1290789136ad07623d"")","-1","eug10","ObjectId(""5a41ea1290789136ad07623d"")","-1",0,,"scripterResponse"
"ObjectId(""5a41ebba90789136ad076240"")","-1","eug8","ObjectId(""5a41ebba90789136ad076240"")","36","-1",,"scripterPopulation"
"ObjectId(""5a41edbd90789136ad076243"")","-1","eug6","ObjectId(""5a41edbd90789136ad076243"")","-1",0,,"scripterResponse"
"ObjectId(""5a41f04690789136ad076246"")","156.601991758","eug16","ObjectId(""5a41f04690789136ad076246"")","-1","-1",,"scripterActivity"
"ObjectId(""5a41f11a90789136ad076247"")","214.362807081","eug10","ObjectId(""5a41f11a90789136ad076247"")","-1","-1",,"scripterActivity"
"ObjectId(""5a41f2c290789136ad07624a"")","-1","eug8","ObjectId(""5a41f2c290789136ad07624a"")","-1",0,,"scripterResponse"
"ObjectId(""5a41f4c690789136ad07624d"")","133.795955882","eug6","ObjectId(""5a41f4c690789136ad07624d"")","-1","-1",,"scripterActivity"
"ObjectId(""5a41f74e90789136ad076250"")","-1","eug16","ObjectId(""5a41f74e90789136ad076250"")","126","-1",,"scripterPopulation"
"ObjectId(""5a41f82290789136ad076251"")","-1","eug10","ObjectId(""5a41f82290789136ad076251"")","343","-1",,"scripterPopulation"
"ObjectId(""5a41f9ca90789136ad076254"")","162.392241379","eug8","ObjectId(""5a41f9ca90789136ad076254"")","-1","-1",,"scripterActivity"
"ObjectId(""5a41fbce90789136ad076257"")","-1","eug6","ObjectId(""5a41fbce90789136ad076257"")","74","-1",,"scripterPopulation"
"ObjectId(""5a41fe5790789136ad07625a"")","-1","eug16","ObjectId(""5a41fe5790789136ad07625a"")","-1","0.177476949564",,"scripterResponse"
"ObjectId(""5a41ff2a90789136ad07625b"")","-1","eug10","ObjectId(""5a41ff2a90789136ad07625b"")","-1",0,,"scripterResponse"
"ObjectId(""5a4200d390789136ad07625e"")","-1","eug8","ObjectId(""5a4200d390789136ad07625e"")","41","-1",,"scripterPopulation"
"ObjectId(""5a4202d790789136ad076261"")","-1","eug6","ObjectId(""5a4202d790789136ad076261"")","-1",0,,"scripterResponse"
"ObjectId(""5a42056090789136ad076264"")","139.94140625","eug16","ObjectId(""5a42056090789136ad076264"")","-1","-1",,"scripterActivity"
"ObjectId(""5a42063390789136ad076265"")","212.403466236","eug10","ObjectId(""5a42063390789136ad076265"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4207db90789136ad076268"")","-1","eug8","ObjectId(""5a4207db90789136ad076268"")","-1",0,,"scripterResponse"
"ObjectId(""5a4209df90789136ad07626b"")","135.573508523","eug6","ObjectId(""5a4209df90789136ad07626b"")","-1","-1",,"scripterActivity"
"ObjectId(""5a420c6990789136ad07626e"")","-1","eug16","ObjectId(""5a420c6990789136ad07626e"")","129","-1",,"scripterPopulation"
"ObjectId(""5a420d3c90789136ad07626f"")","-1","eug10","ObjectId(""5a420d3c90789136ad07626f"")","378","-1",,"scripterPopulation"
"ObjectId(""5a420ee490789136ad076272"")","158.274872449","eug8","ObjectId(""5a420ee490789136ad076272"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4210e890789136ad076275"")","-1","eug6","ObjectId(""5a4210e890789136ad076275"")","76","-1",,"scripterPopulation"
"ObjectId(""5a42137290789136ad076278"")","-1","eug16","ObjectId(""5a42137290789136ad076278"")","-1","0.081825861651",,"scripterResponse"
"ObjectId(""5a42144490789136ad076279"")","-1","eug10","ObjectId(""5a42144490789136ad076279"")","-1",0,,"scripterResponse"
"ObjectId(""5a4215ec90789136ad07627c"")","-1","eug8","ObjectId(""5a4215ec90789136ad07627c"")","52","-1",,"scripterPopulation"
"ObjectId(""5a4217f190789136ad07627f"")","-1","eug6","ObjectId(""5a4217f190789136ad07627f"")","-1",0,,"scripterResponse"
"ObjectId(""5a421a7a90789136ad076282"")","151.202876984","eug16","ObjectId(""5a421a7a90789136ad076282"")","-1","-1",,"scripterActivity"
"ObjectId(""5a421b4d90789136ad076283"")","215.755948153","eug10","ObjectId(""5a421b4d90789136ad076283"")","-1","-1",,"scripterActivity"
"ObjectId(""5a421cf590789136ad076286"")","-1","eug8","ObjectId(""5a421cf590789136ad076286"")","-1",0,,"scripterResponse"
"ObjectId(""5a421ef990789136ad076289"")","123.984375","eug6","ObjectId(""5a421ef990789136ad076289"")","-1","-1",,"scripterActivity"
"ObjectId(""5a42218390789136ad07628c"")","-1","eug16","ObjectId(""5a42218390789136ad07628c"")","128","-1",,"scripterPopulation"
"ObjectId(""5a42225690789136ad07628d"")","-1","eug10","ObjectId(""5a42225690789136ad07628d"")","352","-1",,"scripterPopulation"
"ObjectId(""5a4223fe90789136ad076290"")","173.637820513","eug8","ObjectId(""5a4223fe90789136ad076290"")","-1","-1",,"scripterActivity"
"ObjectId(""5a42260290789136ad076293"")","-1","eug6","ObjectId(""5a42260290789136ad076293"")","67","-1",,"scripterPopulation"
"ObjectId(""5a42288b90789136ad076296"")","-1","eug16","ObjectId(""5a42288b90789136ad076296"")","-1",0,,"scripterResponse"
"ObjectId(""5a42295e90789136ad076297"")","-1","eug10","ObjectId(""5a42295e90789136ad076297"")","-1",0,,"scripterResponse"
"ObjectId(""5a422b0690789136ad07629a"")","-1","eug8","ObjectId(""5a422b0690789136ad07629a"")","51","-1",,"scripterPopulation"
"ObjectId(""5a422d0b90789136ad07629d"")","-1","eug6","ObjectId(""5a422d0b90789136ad07629d"")","-1",0,,"scripterResponse"
"ObjectId(""5a422f9490789136ad0762a0"")","138.693985849","eug16","ObjectId(""5a422f9490789136ad0762a0"")","-1","-1",,"scripterActivity"
"ObjectId(""5a42306790789136ad0762a1"")","212.162103994","eug10","ObjectId(""5a42306790789136ad0762a1"")","-1","-1",,"scripterActivity"
"ObjectId(""5a42320f90789136ad0762a4"")","-1","eug8","ObjectId(""5a42320f90789136ad0762a4"")","-1","0.0212431675476",,"scripterResponse"
"ObjectId(""5a42341390789136ad0762a7"")","131.820913462","eug6","ObjectId(""5a42341390789136ad0762a7"")","-1","-1",,"scripterActivity"
"ObjectId(""5a42369c90789136ad0762aa"")","-1","eug16","ObjectId(""5a42369c90789136ad0762aa"")","131","-1",,"scripterPopulation"
"ObjectId(""5a42376f90789136ad0762ab"")","-1","eug10","ObjectId(""5a42376f90789136ad0762ab"")","362","-1",,"scripterPopulation"
"ObjectId(""5a42391890789136ad0762ae"")","169.605654762","eug8","ObjectId(""5a42391890789136ad0762ae"")","-1","-1",,"scripterActivity"
"ObjectId(""5a423b1c90789136ad0762b1"")","-1","eug6","ObjectId(""5a423b1c90789136ad0762b1"")","101","-1",,"scripterPopulation"
"ObjectId(""5a423da490789136ad0762b4"")","-1","eug16","ObjectId(""5a423da490789136ad0762b4"")","-1","0.280076006572",,"scripterResponse"
"ObjectId(""5a423e7890789136ad0762b5"")","-1","eug10","ObjectId(""5a423e7890789136ad0762b5"")","-1",0,,"scripterResponse"
"ObjectId(""5a42402090789136ad0762b8"")","-1","eug8","ObjectId(""5a42402090789136ad0762b8"")","40","-1",,"scripterPopulation"
"ObjectId(""5a42422490789136ad0762bb"")","-1","eug6","ObjectId(""5a42422490789136ad0762bb"")","-1",0,,"scripterResponse"
"ObjectId(""5a4244ac90789136ad0762be"")","151.402559055","eug16","ObjectId(""5a4244ac90789136ad0762be"")","-1","-1",,"scripterActivity"
"ObjectId(""5a42458090789136ad0762bf"")","216.97328629","eug10","ObjectId(""5a42458090789136ad0762bf"")","-1","-1",,"scripterActivity"
"ObjectId(""5a42472990789136ad0762c2"")","-1","eug8","ObjectId(""5a42472990789136ad0762c2"")","-1",0,,"scripterResponse"
"ObjectId(""5a42492d90789136ad0762c5"")","129.41942402","eug6","ObjectId(""5a42492d90789136ad0762c5"")","-1","-1",,"scripterActivity"
"ObjectId(""5a424bb590789136ad0762c8"")","-1","eug16","ObjectId(""5a424bb590789136ad0762c8"")","141","-1",,"scripterPopulation"
"ObjectId(""5a424c8890789136ad0762c9"")","-1","eug10","ObjectId(""5a424c8890789136ad0762c9"")","369","-1",,"scripterPopulation"
"ObjectId(""5a424e3190789136ad0762cc"")","168.245442708","eug8","ObjectId(""5a424e3190789136ad0762cc"")","-1","-1",,"scripterActivity"
"ObjectId(""5a42503590789136ad0762cf"")","-1","eug6","ObjectId(""5a42503590789136ad0762cf"")","79","-1",,"scripterPopulation"
"ObjectId(""5a4252be90789136ad0762d2"")","-1","eug16","ObjectId(""5a4252be90789136ad0762d2"")","-1","0.228597104281",,"scripterResponse"
"ObjectId(""5a42539090789136ad0762d3"")","-1","eug10","ObjectId(""5a42539090789136ad0762d3"")","-1",0,,"scripterResponse"
"ObjectId(""5a42553a90789136ad0762d6"")","-1","eug8","ObjectId(""5a42553a90789136ad0762d6"")","57","-1",,"scripterPopulation"
"ObjectId(""5a42573e90789136ad0762d9"")","-1","eug6","ObjectId(""5a42573e90789136ad0762d9"")","-1",0,,"scripterResponse"
"ObjectId(""5a4259c690789136ad0762dc"")","153.6484375","eug16","ObjectId(""5a4259c690789136ad0762dc"")","-1","-1",,"scripterActivity"
"ObjectId(""5a425a9890789136ad0762dd"")","206.352459016","eug10","ObjectId(""5a425a9890789136ad0762dd"")","-1","-1",,"scripterActivity"
"ObjectId(""5a425c4290789136ad0762e0"")","-1","eug8","ObjectId(""5a425c4290789136ad0762e0"")","-1",0,,"scripterResponse"
"ObjectId(""5a425e4790789136ad0762e3"")","136.455829327","eug6","ObjectId(""5a425e4790789136ad0762e3"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4260cf90789136ad0762e6"")","-1","eug16","ObjectId(""5a4260cf90789136ad0762e6"")","152","-1",,"scripterPopulation"
"ObjectId(""5a4261a190789136ad0762e7"")","-1","eug10","ObjectId(""5a4261a190789136ad0762e7"")","368","-1",,"scripterPopulation"
"ObjectId(""5a42634a90789136ad0762ea"")","170.856584821","eug8","ObjectId(""5a42634a90789136ad0762ea"")","-1","-1",,"scripterActivity"
"ObjectId(""5a42654f90789136ad0762ed"")","-1","eug6","ObjectId(""5a42654f90789136ad0762ed"")","112","-1",,"scripterPopulation"
"ObjectId(""5a4267d790789136ad0762f0"")","-1","eug16","ObjectId(""5a4267d790789136ad0762f0"")","-1","0.469513447449",,"scripterResponse"
"ObjectId(""5a4268a990789136ad0762f1"")","-1","eug10","ObjectId(""5a4268a990789136ad0762f1"")","-1",0,,"scripterResponse"
"ObjectId(""5a426a5390789136ad0762f4"")","-1","eug8","ObjectId(""5a426a5390789136ad0762f4"")","55","-1",,"scripterPopulation"
"ObjectId(""5a426c5890789136ad0762f7"")","-1","eug6","ObjectId(""5a426c5890789136ad0762f7"")","-1",0,,"scripterResponse"
"ObjectId(""5a426edf90789136ad0762fa"")","156.40378937","eug16","ObjectId(""5a426edf90789136ad0762fa"")","-1","-1",,"scripterActivity"
"ObjectId(""5a426fb190789136ad0762fb"")","223.753720238","eug10","ObjectId(""5a426fb190789136ad0762fb"")","-1","-1",,"scripterActivity"
"ObjectId(""5a42715b90789136ad0762fe"")","-1","eug8","ObjectId(""5a42715b90789136ad0762fe"")","-1","0.0156659866355",,"scripterResponse"
"ObjectId(""5a42736190789136ad076301"")","141.861155063","eug6","ObjectId(""5a42736190789136ad076301"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4275e890789136ad076304"")","-1","eug16","ObjectId(""5a4275e890789136ad076304"")","112","-1",,"scripterPopulation"
"ObjectId(""5a4276ba90789136ad076305"")","-1","eug10","ObjectId(""5a4276ba90789136ad076305"")","369","-1",,"scripterPopulation"
"ObjectId(""5a42786390789136ad076308"")","150.859375","eug8","ObjectId(""5a42786390789136ad076308"")","-1","-1",,"scripterActivity"
"ObjectId(""5a427a6990789136ad07630b"")","-1","eug6","ObjectId(""5a427a6990789136ad07630b"")","96","-1",,"scripterPopulation"
"ObjectId(""5a427cf090789136ad07630e"")","-1","eug16","ObjectId(""5a427cf090789136ad07630e"")","-1","0.373183481425",,"scripterResponse"
"ObjectId(""5a427dc290789136ad07630f"")","-1","eug10","ObjectId(""5a427dc290789136ad07630f"")","-1",0,,"scripterResponse"
"ObjectId(""5a427f6c90789136ad076312"")","-1","eug8","ObjectId(""5a427f6c90789136ad076312"")","49","-1",,"scripterPopulation"
"ObjectId(""5a42817290789136ad076315"")","-1","eug6","ObjectId(""5a42817290789136ad076315"")","-1",0,,"scripterResponse"
"ObjectId(""5a4283f890789136ad076318"")","155.573918269","eug16","ObjectId(""5a4283f890789136ad076318"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4284cb90789136ad076319"")","227.207589286","eug10","ObjectId(""5a4284cb90789136ad076319"")","-1","-1",,"scripterActivity"
"ObjectId(""5a42867590789136ad07631c"")","-1","eug8","ObjectId(""5a42867590789136ad07631c"")","-1",0,,"scripterResponse"
"ObjectId(""5a42887b90789136ad07631f"")","137.375678119","eug6","ObjectId(""5a42887b90789136ad07631f"")","-1","-1",,"scripterActivity"
"ObjectId(""5a428b0190789136ad076322"")","-1","eug16","ObjectId(""5a428b0190789136ad076322"")","142","-1",,"scripterPopulation"
"ObjectId(""5a428bd490789136ad076323"")","-1","eug10","ObjectId(""5a428bd490789136ad076323"")","366","-1",,"scripterPopulation"
"ObjectId(""5a428d7d90789136ad076326"")","167.755681818","eug8","ObjectId(""5a428d7d90789136ad076326"")","-1","-1",,"scripterActivity"
"ObjectId(""5a428f8390789136ad076329"")","-1","eug6","ObjectId(""5a428f8390789136ad076329"")","79","-1",,"scripterPopulation"
"ObjectId(""5a42920a90789136ad07632c"")","-1","eug16","ObjectId(""5a42920a90789136ad07632c"")","-1","0.28828025621",,"scripterResponse"
"ObjectId(""5a4292dc90789136ad07632d"")","-1","eug10","ObjectId(""5a4292dc90789136ad07632d"")","-1",0,,"scripterResponse"
"ObjectId(""5a42948690789136ad076330"")","-1","eug8","ObjectId(""5a42948690789136ad076330"")","46","-1",,"scripterPopulation"
"ObjectId(""5a42968b90789136ad076333"")","-1","eug6","ObjectId(""5a42968b90789136ad076333"")","-1",0,,"scripterResponse"
"ObjectId(""5a42991290789136ad076336"")","171.997974537","eug16","ObjectId(""5a42991290789136ad076336"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4299e490789136ad076337"")","202.925630564","eug10","ObjectId(""5a4299e490789136ad076337"")","-1","-1",,"scripterActivity"
"ObjectId(""5a429b8f90789136ad07633a"")","-1","eug8","ObjectId(""5a429b8f90789136ad07633a"")","-1",0,,"scripterResponse"
"ObjectId(""5a429d9490789136ad07633d"")","137.130489865","eug6","ObjectId(""5a429d9490789136ad07633d"")","-1","-1",,"scripterActivity"
"ObjectId(""5a42a01b90789136ad076340"")","-1","eug16","ObjectId(""5a42a01b90789136ad076340"")","127","-1",,"scripterPopulation"
"ObjectId(""5a42a0ed90789136ad076341"")","-1","eug10","ObjectId(""5a42a0ed90789136ad076341"")","383","-1",,"scripterPopulation"
"ObjectId(""5a42a29890789136ad076344"")","162.208946078","eug8","ObjectId(""5a42a29890789136ad076344"")","-1","-1",,"scripterActivity"
"ObjectId(""5a42a49d90789136ad076347"")","-1","eug6","ObjectId(""5a42a49d90789136ad076347"")","68","-1",,"scripterPopulation"
"ObjectId(""5a42a72490789136ad07634a"")","-1","eug16","ObjectId(""5a42a72490789136ad07634a"")","-1","0.41458067438",,"scripterResponse"
"ObjectId(""5a42a7f590789136ad07634b"")","-1","eug10","ObjectId(""5a42a7f590789136ad07634b"")","-1",0,,"scripterResponse"
"ObjectId(""5a42a9a090789136ad07634e"")","-1","eug8","ObjectId(""5a42a9a090789136ad07634e"")","48","-1",,"scripterPopulation"
"ObjectId(""5a42aba590789136ad076351"")","-1","eug6","ObjectId(""5a42aba590789136ad076351"")","-1",0,,"scripterResponse"
"ObjectId(""5a42ae2d90789136ad076354"")","149.135044643","eug16","ObjectId(""5a42ae2d90789136ad076354"")","-1","-1",,"scripterActivity"
"ObjectId(""5a42aefe90789136ad076355"")","225.779011461","eug10","ObjectId(""5a42aefe90789136ad076355"")","-1","-1",,"scripterActivity"
"ObjectId(""5a42b0a990789136ad076358"")","-1","eug8","ObjectId(""5a42b0a990789136ad076358"")","-1",0,,"scripterResponse"
"ObjectId(""5a42b2ae90789136ad07635b"")","135.185917722","eug6","ObjectId(""5a42b2ae90789136ad07635b"")","-1","-1",,"scripterActivity"
"ObjectId(""5a42b53590789136ad07635e"")","-1","eug16","ObjectId(""5a42b53590789136ad07635e"")","133","-1",,"scripterPopulation"
"ObjectId(""5a42b60790789136ad07635f"")","-1","eug10","ObjectId(""5a42b60790789136ad07635f"")","360","-1",,"scripterPopulation"
"ObjectId(""5a42b7b290789136ad076362"")","166.596283784","eug8","ObjectId(""5a42b7b290789136ad076362"")","-1","-1",,"scripterActivity"
"ObjectId(""5a42b9b790789136ad076365"")","-1","eug6","ObjectId(""5a42b9b790789136ad076365"")","80","-1",,"scripterPopulation"
"ObjectId(""5a42bc3e90789136ad076368"")","-1","eug16","ObjectId(""5a42bc3e90789136ad076368"")","-1","0.426066815261",,"scripterResponse"
"ObjectId(""5a42bd0f90789136ad076369"")","-1","eug10","ObjectId(""5a42bd0f90789136ad076369"")","-1",0,,"scripterResponse"
"ObjectId(""5a42beba90789136ad07636c"")","-1","eug8","ObjectId(""5a42beba90789136ad07636c"")","51","-1",,"scripterPopulation"
